Text,Label
List THREE applications of degenerate PCR amplification.,Remembering
State various methods of rapid prototype.,Remembering
Draw a neat labeled diagram showing Oxidation of Fatty Acids in three stages.,Remembering
What is doubly linkedlist.,Remembering
Draw 3 bit asynchronous up counter using JK flip flops and explain its operation using output waveforms.,Remembering
Describe head type flow measurement transducers.,Remembering
Differentiate Soft Magnetic Materials and Hard Magnetic Materials.,Remembering
Propose ONE (1) new local flavor Kit Kat for Malaysian consumers. Describe the need for the new flavor among the Malaysian consumer.,Creating
National income accounting refers to a set of rules and techniques that are used to measure the national income of a country. Explain EIGHT (8) significant factors of national income accounting.,Understanding
State the requirement of material used for rotating machines.,Remembering
Explain the applications of applied geometric algebra for modelling of robotics physics.,Remembering
Differentiate between sequence containers and associative containers in the STL.,Analysing
Calculate the atomic packaging factor for FCC and HCP crystal structure.,Applying
Distinguish between gathering and in setting process.,Analysing
Describe FIVE (5) categories of space.,Remembering
Describe what happens during the negative feedback loop of thermoregulation.,Understanding
Discuss the various exceptional conditions that should be handled while using stack operations.,Remembering
What is A VL tree? Explain all the rotations in A VL tree. Construct A VL tree for the following data:,Remembering
What is mean by creeping in an energy meter and how is it prevented?,Remembering
Differentiate and Explain the Interrupt gate and Trap gate descriptor.,Remembering
Derive general three dimensional heat conduction equation in Cartesian coordinates.,Analysing
Provide the equations for the Eadie-Hofstee and Hanes-Woolf plot. Explain how these equations could be derived from the Michaelis-Menten equation.,Applying
Give test for conflict serializability.,Remembering
Derive strain energy stored in a body when the load is suddenly applied.,Analysing
Explain in detail distortion in delta Modulation.,Remembering
Discuss the significance of hydrophobicity plot in transmembrane protein research.,Understanding
Discuss in detail Proctor needle in field compaction control.,Applying
Explain Pressure forming polymer processing with sketch.,Remembering
Draw circuit diagram of precision full wave rectifier with showing input and output waveform.,Applying
Compare and contrast microbial and chemical risk assessment.,Analysing
Explain the memory write cycle with help of suitable timing diagram.,Analysing
What are the rules for over loading operators.,Remembering
Explain the behavioral modeling in Virtual Reality.,Analysing
Describe the 5 hierarchical stages of Welliver's Instructional Transformation Model.,Remembering
Name the two classes of monosaccharide. Draw and name the simplest structure of molecule in each class.,Understanding
What is Clausius inequality?,Remembering
List FIVE (5) plant consideration in a construction site.,Remembering
Following table gives the distance in nautical miles of the visible horizon for the given heights in feet above earth.,Applying
Classify recorders.,Understanding
Define Pressure vessel and give some industrial examples where these are used commonly.,Remembering
Describe in brief elastomer polymerization.,Analysing
Discuss FOUR (4) key components that involve in explaining an organizational crisis. Explain your answer with an example for each component.,Understanding
The armature resistance of a DC shunt motor is 5.,Applying
Write the steps involved in programming compare mode of CCP1 module in PIC18F458.,Remembering
Explain velocity distribution in open channel flow.,Understanding
State Nyquist theorem and explain Nyquist stability criteria.,Remembering
Discuss on tunnel excavated through faulted area.,Analysing
Explain the system address and system segment registers.,Understanding
Distinguish between the ripening behaviour of climacteric and non-climacteric fruits in terms of carbon dioxide release and ethylene synthesis.,Analysing
State the main missions of National Center for Biotechnology Information (NCBI).,Remembering
What do you mean by molecular machine?,Remembering
"Find the bilinear transformation which maps the points 0,1,2 from z plane on to the points 1, 1 2, 1 3 of the W - plane.",Applying
Write short note on state diagram and state table with suitable example.,Understanding
Explain RS232 standard with suitable diagram.,Remembering
Support your views with TWO (2) examples in everyday life for each tactic.,Evaluating
Explain different types of exceptions in 80386 with suitable examples.,Remembering
Convert the following infix expressions to prefix  expressions using stack data structure.,Applying
With the help of diagram explain interfacing of ADC 0809 with 8051 microcontrollers.,Remembering
Discuss the comparison between 'Quantitative Instruments' and 'Qualitative Instruments' of monetary policy.,Understanding
"The technology of VLSI is defined by the feature size. With the aid of a diagram, explain the feature size. ",Understanding
What is OBST in data structure?,Remembering
Distinguish central and peripheral routes to information processing. Support your answer with TWO (2) relevant examples. Elaborate your examples in details.,Evaluating
Identify whether the firm is in the short-run or long-run  equilibrium. Explain.,Understanding
List down FIVE (5) types of shapes.,Remembering
Explain decision support trends in businesses.,Remembering
"The tyrosinase-containing solution was dissolved in 50 mM potassium phosphate buffer containing 0.01 mM NaCl, pH 6.5, before applying to a DEAE Sephadex A50 column. Suggest and explain how the mobile phase should be modified to elute the bound tyrosinase. ",Creating
Describe any types of output devices of computer.,Remembering
State and explain the conditions for deadlock to occur.,Remembering
"Propose with justification, the types of maintenance relevant to a library building. ",Evaluating
Attempt any one:,Applying
What is translation?,Remembering
What is wheatstone bridge sensitivity?,Remembering
Briefly describe TEN (10) general characteristic of hardened concrete.,Understanding
A body of weight 9.,Applying
Define Classical approach and Human Relations approach.,Remembering
What is DRAM?,Remembering
Explain interfacing of LM35 temperature sensor with PIC 18FXX microcontroller.,Analysing
Consider following relational table.,Remembering
Explain different approaches used in hydraulic engineering to achieve its objectives by giving examples.,Understanding
Describe how pore size can affect water retention in soil.,Understanding
Explain distributive bargaining and integrative bargaining.,Understanding
Interpret FIVE (5) usage of Learning Management System as an emerging technology in the context of teaching and learning.,Understanding
Apply Green's theorem to evaluate : 2() Cxdx xydyï«ï² Where C is the curve of region enclosed by y = x2 and the line y = x.,Applying
What is subnetting?,Remembering
For the mechanism as shown in fig.,Applying
What is feature based modeling?,Remembering
A vertical two start square threaded screw of a 100 mm mean diameter and 20 mm pitch supports a vertical load of 18 kN.,Applying
Define concrete mix design and state objectives in mix design?,Remembering
State the limitations of Fourier Transform and need of Laplace transform.,Understanding
What is exception handling?,Remembering
Describe the significance of the urea cycle.,Analysing
What is design pattern?,Remembering
Draw the Circuit diagram for the following equations.,Applying
Compare EHV AC and EHVDC transmission systems.,Analysing
Write a pseudo code to Represent Doubly Link list as an ADT.,Remembering
Explain with a neat sketch Sand filter.,Analysing
Compare brushless DC motor with conventional DC motor.,Analysing
Explain about abstract class in Java with suitable example.,Understanding
Discuss the THREE (3) levels of organizational culture outlined by Schein. Provide your discussion with an example for each level.,Understanding
"Explain the construction, and working of LVDT.",Remembering
Calculate the weight of KMnO4 required making 500 ml of 0.,Remembering
"Explain foil strain gauge with a neat diagram. Also, state its advantages.",Remembering
Write a note on the dam located on folded geological structure.,Remembering
Explain with neat sketch variable head permeability test.,Understanding
What are the programming paradigms?,Remembering
Explain how competitive and uncompetitive inhibitors will affect enzymatic reactions.,Understanding
What is meant by power screw?,Remembering
What is age hardening?,Remembering
Draw and explain interfacing diagram of ADC with 8051.,Applying
List SEVEN (7) types of advertising.,Remembering
What are applets?,Remembering
Explain why mycorrhizal fungi are important for phosphorus availability in soil.,Understanding
Explain the interfacing of LED with Arduino board and write an algorithm to blink an LED frequently.,Understanding
"There are five (5) techniques in adapting materials as conjured by McDonough, Shaw and Matsuhara (2012). Elaborate on the ADDING technique to adapt a topic in a course book to teach present tense to Form 1 low proficiency students by using example. ",Understanding
Draw diagram of single phase induction type energy meter and label all the parts.,Remembering
The velocity component of 2D flow field are as follows.,Applying
Draw block diagram of Harvard architecture and explain each block.,Remembering
Explain the consideration of pricing objectives in marketing mix.,Understanding
Explain with neat sketch tube drawing process.,Remembering
Explain cavitation in brief and suggest the suitable method used to reduce it.,Applying
Demonstrate the various types of chips formed during metal cutting.,Remembering
What is stream? Explain types of streams available in C++.,Remembering
Write down the various methods used for prevention of corrosion.,Remembering
Explain in brief reactions involved in manufacturing of detergent by sodium reduction of coconut oil.,Analysing
"A âTâ beam, subjected to shear force of 200 kN. The flange is 200 mm Ã 30 mm and the web is 30 mm thick and 180 mm deep. Drawshear stress distribution diagram.",Applying
Explain the conditions where underpinning are usually considered for an existing building construction works.,Understanding
Draw & explain the working of inclined tube manometer? Give the reason for its higher sensitivity.,Remembering
Develop circuit model for 3 phase Synchronous Machine.,Applying
List out the properties of Laplace Transform.,Understanding
Evaluate by Gaun divergence theorem333.,Applying
Describe various types of allowances used in time study.,Remembering
Write a program in Java to create a player class.,Applying
"Describe dictogloss and how it can be used to teach listening, writing and  speaking skills for intermediate proficiency students. ",Understanding
Explain the various methods of speed control of dc series motor.,Understanding
Draw & explain the working principle of resistive type humidity sensor measurement technique. Compare with capacitive type of humiditymeasurement technique.,Remembering
State the iron deficiency diseases.,Remembering
Identify which country has an absolute advantage in the production of sugar cane and blue agave.,Remembering
List the desirable properties of decompostion.,Remembering
Explain the term Path Generation.,Remembering
Derive an expression for inductance of three phase transmission line with symmetrical spacing.,Applying
Define deadlock. Explain the methods for deadlock prevention.,Remembering
Define and explain reinvestment risk with an example.,Understanding
State  any one application of-,Remembering
Describe the objective and classification of triangulation survey?,Remembering
Compare pneumatic and mechanical fabric stretching methods.,Analysing
Suppose there are two relation r and s such that the foreign key B of r references the primary key A of s.,Applying
Explain TWO characteristics of rich media.,Understanding
A helical spring is made from a wire of 6 mm diameter and has outside diameter of 75 mm.,Applying
Describe Taylor Piece Wage System and Merrick Piece Wage System with suitable illustration.,Remembering
List out any SIX (6) factors to be considered when designing a layout.,Remembering
Explain nine requirements of Good Lighting Scheme.,Remembering
What are the various factors which affect the rate of filtration?,Remembering
A square column of wood is 2.,Applying
"In the network shown in Fig. 1, switch is closed at t = 0 with capacitor is uncharged. Find the value of 2 2(0 ) (0 )(0 ), ,di d iidt dtï«ï« ï« .",Applying
Illustrate the advantages of plastic material and its applications in construction.,Understanding
List FIVE (5) weaknesses of Out-of-Home (OOH) Advertising.,Remembering
What is reverberation time and how is it calculated?,Understanding
How is pyridine is synthesized?,Applying
Convert the following infix expressions to prefix expressions using stock.,Applying
List FIVE (5) properties of damp-proof courses.,Remembering
Acircular cantilever beam of span 4Meter is subjected to a point load of 2KN at free end.,Applying
With neat waveforms explain the ALT and CHOP modes in dual trace oscilloscope.,Understanding
Calculate coefficient of correlation from the following information.,Applying
Explain stream classes hierarchy for file handling in C++.,Remembering
Enlist various types of fixtures for doors and explain anyone with a neat sketch.,Applying
What is orthographic projection?,Remembering
Describe the 'Qlassic Assessment' principles on how to perform the evaluation.,Understanding
Describe Functional Programming.,Applying
Explain blow moulding with suitable sketch.,Remembering
Explain with example trie.,Analysing
Describe the limitations of using ribozyme as a catalyst.,Understanding
There are two restaurants next to each other.,Remembering
Explain operation of capture mode of PIC18FXX microcontroller along with diagram.,Analysing
Define Cast Iron?,Remembering
What is the necessity of ADC in the architecture of a microcontroller?,Remembering
Describe the meaning of 'design'.,Remembering
Explain in brief use of raw materials in manufacture of soap.,Remembering
Write a Java program for class Rectangle to calculate area for Rectangle.,Applying
Describe photo interpretation elements of aerial photographs.,Remembering
Explain the impact of use of electric vehicles on power grid.,Analysing
âMillennials and kids are important market segments for e-marketersâ. Discuss on the above statement.,Understanding
The following marks have been obtained by a class of students in 2 papers of mathematics.,Applying
Explain influence of geological conditions on the choice and type of dam.,Analysing
What is Plate linearization curve and its requirement in prepress?,Remembering
Differentiate between SCADA and HMI.,Analysing
Find the expected value of the sum of the faces obtained when two fair dice are tossed simultaneously.,Applying
Draw the hexapeptide Gly-Phe-Asp-Leu-Ala-Glu. Identify the formation of hydrogen bonding in an a-helix form of this hexapeptide.,Understanding
State and explain the properties of CDF.,Applying
Explain the architecture of PLC with neat diagram.,Remembering
Explain the use of profile projector with neat sketch.,Remembering
Explain the function of SBUF and SCON registers in detail.,Understanding
How Defects are managed?,Remembering
Discuss any 2 of the following in detail.,Remembering
Explain construction and working of Francis Turbine with application.,Remembering
Discuss the architecture of Pentium 4 processor.,Understanding
Explain the following Equality predicates using a suitable example.,Analysing
Explain in details FIVE (5) ways to make a brand name effective.,Understanding
Explain the phenomenon of spontaneous polarization in ferroelectric materials.,Understanding
Discuss how curing can maintain quality and minimize decay of potato tubers in the postharvest stage.,Understanding
Construct an executive remuneration package using the remuneration framework as a guide.,Applying
Derive the condition for maximum starting torque for three phase induction motor.,Analysing
Explain magneto ignition system and state its advantages and disadvantages.,Remembering
Determine resultant current  i(t) if switch is closed at t = 0. In R-L-C series circuit Fig. 6 by using Laplace transform.,Applying
What is meant by reactance voltage in ease of commutation in DC machine?,Remembering
Assume that the probability of an individual coal miner being killed in a mine accident during a year is 1 2400.,Applying
Two parallel shafts having centre distance 5 meters are connected by open flat belt.,Applying
What is a user defined exception?,Remembering
Explain applications and selection criterion of valves in robotics and automation systems.,Remembering
Explain the Mandatory of Product Adaptation.,Understanding
Explain the different probes used for CRO.,Applying
A die is tossed 300 times gave the following result.,Applying
"Imagine that you are a relative of an older adult who survives stroke, suggest FOUR (4) strategies to further promote the wellbeing of the individual. ",Creating
State the desirable properties of cutting tool material.,Remembering
There are several benefits for the statement of aims and learning outcomes in a lesson. Evaluate FIVE (5) benefits.,Evaluating
Create hash task and resolve collision using linear probing with replacement.,Applying
"Name a commercially available software or an open-source software that does the computational analysis of flows of hydraulic engineering and explain what it is used for, what equations based on what assumptions it uses and how then are solved. ",Understanding
Explain any two speed control techniques used in wind turbine to extract maximum power.,Understanding
With suitable diagram explain construction and working of LVDT.,Understanding
Explain types of price discriminations.,Understanding
"Compare the crippling loads given by Eulerâs and Rankineâs formulae for a steel strut 2.5 m long having outer & inner diameter as 40 mm and30 mm respectively loaded through pin jointed at the ends. Take yield stress as 320 N/mm 2 the Rankineâs constant 1 7500, E = 2 Ã 105 MPa.",Analysing
Explain how synchros can used as Error detectors.,Understanding
Discuss THREE (3) differences between futures and forward contracts.,Understanding
Write a Java program to accept values inside the multidimensional array.,Applying
Determine the Fermi level (in eV) of the doped semiconductor and draw the energy band diagram.,Applying
Write FOUR (4) purposes of poster.,Remembering
Summarise the challenges of global advertising.,Understanding
State THREE advantages of pregnancy diagnosis in animal breeding.,Remembering
State classification of cleansing compounds.,Remembering
Explain the need of level shifting stage in op-amp. Explain any one circuit for the same.,Remembering
You are appointed to identify building defects for a new building. Briefly identify SIX (6) common construction problems you would expect for modern buildings.,Understanding
Explain in detail about language features for programming in the large for Ada programming.,Understanding
What is a stack?,Remembering
Explain the concept of GMD and GMR for inductance calculation.,Remembering
Discuss on unfavorable geological conditions for reservoir area of dam.,Analysing
Obtain the line of Regression of y on x for the following data.,Applying
Explain in brief the effect of wet adhesives on paper and board.,Remembering
Compare React JS and Angular JS and Vue JS.,Applying
Write down a C++ program to implement operator overloading for complex class.,Applying
Draw the block diagram of LM317 and explain in detail.,Remembering
Differentiate between Battery EV and Hybrid EV.,Remembering
Define PDF and CDF.,Remembering
Difference between Real Mode and Virtual 8086 Mode.,Remembering
State and write properties of materials used for solders and materials used for different types of fuses.,Remembering
For the circuit diagram as shown in the Fig.,Applying
Explain FOUR (4) categories of unintentional crisis. Provide your answer with an appropriate example for each category.,Understanding
Explain digital control system in detail.,Remembering
Explain the stepper motor interfacing with PIC18FXX microcontroller with suitable diagram.,Analysing
Draw the sketch of stair.,Applying
Determine the intrinsic value of KMK Corporation's common stock.,Applying
What methods are used to measure microbial population.,Remembering
What is Minimum Spanning tree?,Remembering
What do you meant by retrofitting of concrete?,Remembering
Write a note on Rain Water Harvesting and its importance.,Understanding
A gas expands isothermally against a constant external pressure of 1 atmosphere from a volume of 10 dm 3 to a volume of 20 dm3.,Remembering
Contrast B-mode and A-mode ultrasound systems.,Understanding
Explain importance of project Management and how to manage project risk.,Remembering
What are types of memory fragmentation?,Remembering
Describe working of monostable multivibrator with necessary diagrams and derivations.,Understanding
Give detail classification of Heat Exchanger.,Applying
Discuss the significance of topological sorting.,Remembering
What is the duty cycle of a motor?,Remembering
Derive the expression for torque developed in a three phase induction motor under running conditions.,Analysing
Derive an expression for thermal efficiency of Diesel cycle.,Analysing
"Internal control system is among the most prominent monitoring mechanisms in promoting effective corporate governance. Assuming you are the manager of purchasing department, provide TWELVE (12) recommendations on how to prevent staffs from making personal gains from their positions.",Creating
Differentiate between distance vector and link state routing.,Analysing
Write short note on Satellite Alloys?,Remembering
What is queue?,Remembering
Differentiate between open mould and closed mould process.,Analysing
State types of thermosetting resins.,Remembering
Elaborate on the challenges faced by EV technology in present context.,Remembering
Illustrate process reaction curve tuning method in detail.,Understanding
Write short note on applications of recorders.,Applying
Construct a binary tree from the given traversal.,Applying
Draw and explain the forward feed multiple effect evaporator.,Remembering
Explain the concept of instruction pipelining with diagram.,Remembering
Discuss insulating materials used for transmission line.,Understanding
Discuss the design procedure of spur gears.,Analysing
Derive an expression for capacitance of three phase line when conductors are unsymmetrically spaced but transposed.,Analysing
List the types of Abstract Data Type and explain them in brief.,Applying
Describe focused task and how it can be used to teach grammar for low  proficiency students.,Remembering
Draw and explain construction of FET with its characteristics.,Understanding
Support your answers with ONE (1) example in everyday life for each theory.,Evaluating
Explain the construction and working principle of Epicyclic Train Dynamometer with neat sketch.,Understanding
"The substrates of allosteric enzymes exhibit positive cooperativity. Explain positive cooperativity in terms of subunits, conformation, and activity of the active site. ",Understanding
What are the functions of HMI.,Remembering
Explain the concept for the nature of building characteristics.,Understanding
Explain four quadrant operation of motor driving a hoist load.,Remembering
"There are several factors that influence language teaching and language learning. Name 
and briefly explain the FIVE (5) external factors that you would consider when teaching English Language. ",Understanding
With a neat block diagram explain AC voltage measurement using 8051 microcontroller.,Applying
Discuss in details what Accounting Information Systems (AIS) is.,Understanding
A certain feedback system is described by the following transfer function.,Remembering
Explain the principle and application of TLC.,Applying
Distinguish between âload bearing wall' and 'non-load bearing wallâ.,Analysing
Explain the purposes of scaling.,Understanding
Explain necessity of transposition of line conductors in three phase lines.,Understanding
Explain interrupt structure of 8051 microcontroller with neat diagram.,Remembering
Analyze the continuous beam ABC shown in figure 5 by moment distribution method.,Analysing
State and explain Initial value theorem and final value theorem.,Remembering
Describe in brief general polymerization process.,Understanding
Explain the stack organization and enlist instructions related to stack.,Understanding
What is difference between starvation and deadlock?,Analysing
Two tangents intersects at a chain age of 1320.,Applying
Explain the formation of phosphodiester bonds with a suitable example.,Analysing
A simply supported beam of length 2m is supported at its end and a u.,Applying
With suitable diagram explain constructional details of 3 phase squirrel cage induction motor.,Applying
Calculate the balance of trade when the economy is at equilibrium and interpret the answer.,Applying
Explain the below methods in detail.,Analysing
Compare SRAM and DRAM.,Analysing
"Explain how the Utilize technology, media and materials stage in ASSURE model can help creating a more effective teaching and learning environment. ",Understanding
Describe the components involved in the formation of a folded enzyme.,Understanding
"Use 4th order RK method to estimate approximate value of y for x = 0.1 with step size is 0.1, if dy/dx = x + y2 given that y = 1 when x = 0.",Applying
Describe the formation of an aquatic dead zone.,Understanding
Explain the method of monitoring inventory levels in retails stores.,Understanding
"A wall with a smooth vertical back, 10 m high, supports a purely cohesive soil with c = 9.81 kN/m2 and ï§ = 17.66 kN/m3. Determine total active earth pressure against the wall and position of zero pressure beforeformation of tension crack.",Applying
"Explain the reason why it is not necessary to include product cost (price or price times quantity) in the EOQ model, but the quantity discount model requires the inclusion of product cost. ",Understanding
Define profit. Briefly explain how accounting profit is different from economic profit.,Understanding
Identify FIVE (5) lists giving advices of how organization can cominunicate with the public during the crisis. Explain your answer with ONE (1) example for each advice given.,Understanding
Differentiate between venturimeter and Orificemeter.,Analysing
Explain the use of scaffolding in construction.,Understanding
Explain with diagram the process scheduling in Linux.,Remembering
Explain hydrograph and flow duration curve with example.,Remembering
Calculate the heat transfer from 60 W from incandescent bulb at 115ÂºC to ambient air at 25ÂºC.,Applying
Which of the following is not the value of correlation coefficient between x and y?,Remembering
Write THREE (3) categories of color.,Remembering
Write short note on index cutting process.,Remembering
What are the objectives of hydrographic survey?,Remembering
Explain any two methods of speed control of DC shunt motor.,Remembering
A blue solid cube with dimensions of 10.0 x 10-9 m was dispersed into water to become colloidal particles with dimensions of 1.0 x 10-9 m. Calculate the changes of surface area to volume (surface / volume).,Applying
The Higgs Report (2003) is among the first report that discusses the importance of Senior Independent Non-Executive Director (Senior INED). Analyse the rationales of having Senior INED in a company.,Analysing
Define Basic work content.,Remembering
Find the Z Parameters for the Network Shown.,Applying
Discuss feasibility of DAM in folded areas.,Analysing
Solve the system of equations by Gauss Jordan method,Applying
Relate FOUR (4) disadvantages of Web-based learning as an emerging digital technology used in teaching and learning.,Understanding
Compare Forward Chaining and Backward Chaining.,Analysing
Explain the types of Capital.,Remembering
Explain construction and working of LVDT with neat diagram.,Understanding
Define Serializability.,Remembering
State any six properties of Fourier Transform.,Remembering
List FIVE (5) elements in downward communication.,Remembering
In the toggle mechanism shown in Fig.,Applying
A transmission line has a span of 220 m between level supports.,Remembering
Explain MIG welding processes with a neat sketch.,Remembering
Explain the interrupt structure of PIC18 along with IVT.,Applying
Discuss FIVE (5) types of âNon Destructive Test equipment and how they can be used to aid the sensory indicators of building defects.,Understanding
Explain the FDI in Infrastructure.,Remembering
What are the various types of mixers used for paste and plastic materials?,Remembering
Explain the internal diagram of IC 7490.,Remembering
List out the properties of continuous time Fourier Series.,Understanding
Explain Architecture of Distributed database system.,Analysing
Determine whether the graphas G and H displayed in Figure are isomorphic or not?,Analysing
Explain with example trie tree.,Remembering
"If u = 1 2 log ( x2 + y2), find V such that f (z) = u + iv is analytic function. Express f (z) in terms of z.",Applying
Write short note on Invar?,Remembering
Determine the possible number of unique zygotes that could be produced upon successful mating.,Applying
"There are three common types of brick in Malaysia, namely common brick, facing brick and engineering brick. Differentiate the properties and the applications among them. ",Analysing
Explain in brief the frame size selection criteria for screen printing process.,Applying
The average rate of inflow during 12 months for a river are as under,Applying
Explain the followings terms related to refrigeration.,Remembering
Define ABCD parameters and Hybrid parameters of two port networks.,Remembering
What is the different usage of Virtual Reality?,Remembering
Write a note on necessity and types of transition curves.,Remembering
Explain the following A VL tree rotations with example.,Understanding
Enlist the intermediates of glycolysis.,Remembering
Design the clocked sequential circuit for the state diagram using T flip flop.,Applying
Compare with a neat sketch pressure forming process over vacuum forming process.,Analysing
Draw the block diagram of a regulated dc power supply and explain the function of each block in it.,Remembering
Explain the types of Lighting Scheme with diagrams.,Remembering
Show with the help of potential energy diagram staggered conformations more favoured over eclipsed conformation of propane.,Remembering
Determine which Angus bull is the heaviest. Justify your answer.,Evaluating
Explain STEP with scope and Architecture.,Remembering
Explain Ammonia synthesis converter with a neat figure.,Remembering
How to perform Analysis of Financial performances.,Analysing
"The resisting force R of a supersonic plane during the flight can be considered as dependent upon the length of the aircaft l, velocity V , air viscosity Î¼, air density Ï, and bulk modulus of air K. Express the functional relationship between these variables and the resisting force.Use Buckinghamâs Î  Method",Analysing
List out the factors affecting electro deposition.,Remembering
List properties of light.,Applying
Explain the basic method for implementing paging.,Remembering
Explain the virtual memory system with suitable diagram.,Remembering
Discuss the role of hydraulic engineering in the sustainable development and preservation.,Understanding
Calculate the equilibrium level of income for this economy.,Applying
What is mean by Interface in Java?,Remembering
Compare frequency modulation with phase modulation.,Analysing
The general objective of inventory control is to minimize the total cost of keeping the inventory while making trade-offs. Elaborate the FOUR (4) major categories of cost in inventory control.,Understanding
What are the software design quality attributes and quality guidelines?,Remembering
Convert the following infix expressions to postfix and show the contents of stack for each operation.,Applying
An axial pull of 20 kN is suddenly applied on a steel rod 2.,Applying
List down the types of mesh used in screen printing process and explain in brief their advantages and disadvantages.,Remembering
Sketch the Type I isotherm and provide a brief description of its nature and the processes that gives rise to the isotherm.,Applying
A pipe of diameter 300 mm and length 3500 m is used for transmission of power by water.,Applying
The water surface levels of two reservoirs differ by 12 m.,Applying
Propose TWO (2) strategies to resist persuasion.,Creating
What do you mean by equality of sets.,Remembering
Construct the binary search tree from the following elements,Applying
Define and write down importance of polymers in various industries.,Remembering
Give properties and application of PVC and polyethylene.,Understanding
Describe the FOUR (4) main phases of The Hawthorne Studies. Support your description with the significance of each of the phases.,Evaluating
Draw & describe TMOD register.,Remembering
What is the ambiguity that arises in multiple inheritance?,Analysing
Explain relay interfacing with 8051 microcontroller.,Remembering
Differentiate between nucleotide and nucleoside.,Analysing
Explain following with diagram.,Remembering
Write a note on lapping process.,Remembering
Explain the importance of hydrograph for the installation of hydroelectric power plant.,Understanding
Show that the vector field F = (8xy + z4) i (4x2 â 2) j + (4xz3 â y) kis irrotational. Find scalar potential function ïª.,Applying
Enlist the  limitations of the prevalent survey techniques and also give advantages of Space Based positioning System?,Remembering
Propose and explain a suitable enzyme-substrate interaction model for enzyme X.,Creating
Explain CPLD with the help of neat logic diagram.,Understanding
Explain with example the significance of priority queue over simple queue.,Analysing
Explain in detail Ultrasonic flow inspection test for testing of Engineering materials.,Applying
Explain types of densitometers.,Remembering
Draw line code formats for 10110100.,Remembering
Derive the relation between unit step function and unit ramp function.,Analysing
Critically discuss on human's need to maintain a temperature of 37Â°C. Provide TWO (2) points.,Analysing
Draw the flow sheet for manufacturing of Cemented Carbide.,Remembering
Velocity of slider D and angular velocity of link CD.,Applying
Discuss âTaylorâs Stability Numberâ for stability analysis of finite slope.,Remembering
What is indicator microorganism and explain its significance in water microbiology.,Analysing
Write a structure for stack using array. Write PUSH and POP function for stack using array.,Applying
Explain the processing of eukaryotic mRNA transcripts prior to translation. Indicate the chemical bases for each step.,Understanding
What is back emf in DC motor? State its significance?,Remembering
Treating emotion as a useful concept is challenging. Critically discuss why treating emotion as a useful concept is challenging. Provide TWO (2) points.,Understanding
Differentiate between repurchase agreement (repo) and reverse repurchase agreement.,Analysing
Explain the procedure for finding out tachometric constant.,Understanding
Define creep of concrete. What are the factors affecting on creep of concrete?,Remembering
List THREE types of Atomic Force Mircroscopes (AFM).,Remembering
Oxidation is one of the most important thermal processes. Briefly explain the TWO (2) types of oxidation process.,Understanding
Differentiate between active and passive filter.,Analysing
Explain the various factors that influence the delay period in C.,Understanding
Explain principle of resistance welding.,Understanding
Daniel Kahneman and Amos Tversky believe that many stock investors are far from fully rational. Explain FOUR (4) common factors that create irrational market behavior.,Understanding
Draw and explain IPv4 header format.,Remembering
"Based on the social learning perspective, propose a strategy that able to reduce or eliminate prejudice. Support your strategy with ONE (1) relevant example. Elaborate your example in details. ",Evaluating
List the properties of distribution function.,Understanding
Calculate the machining time required for 3 passes while reducing 60 mm diameter shaft to 50 mm diameter for a length of 1200 mm with depth ofcut of 2 mm for rough cut and 1 mm for finish cut.,Applying
What is monochromatic emissive power?,Remembering
How the following measurement can be done using CRO:,Remembering
Evaluate if the contact is ohmic or rectifying (Schottky diode) in nature. Provide the analysis and support your answer with calculation,Evaluating
Classify and briefly explain different computational methods used in Analysing flows in hydraulic engineering.,Understanding
Describe the advantages and disadvantages of foliar application in fruit crops.,Understanding
Estimate the magnitude of the bed shear stress by making necessary assumptions and justifications.,Applying
Define hardenability.,Remembering
Sketch ONE (1) organic object in one layout to show harmony in shape and color.,Understanding
Write short note on combination folding machine.,Remembering
A trapezoidal channel has side slopes 1 to 1.,Applying
Difference between unavailable and available energy.,Remembering
List down FIVE (5) types of concrete admixture.,Remembering
What is the effects of faulting and their significance in civil engineering.,Remembering
Write a short note on Basic operation of Power Amplifier LM 380.,Remembering
Explain the effect of loading on induction motor.,Understanding
Explain FM generation by Armstrong method with neat block diagram.,Remembering
How interrupts are handled in protection mode.,Analysing
State and write properties of electrical carbon materials and materials used for Lamp Filaments.,Remembering
"Discuss the importance of shikimate pathway, a primary metabolism pathway related to plant secondary metabolism. ",Understanding
What is symbiosis?,Remembering
Identify TEN (10) tips during the press conference.,Remembering
Explain the process of material procurement in construction project.,Understanding
Derive an expression for flux linkages due to signle current carrying conductor.,Analysing
Determine the vertical and horizontal deflection at point âCâ for the truss shown below.,Applying
What is Screening Frequency?,Remembering
The unemployment problem can be overcome by increasing the aggregate output in a country. Explain THREE (3) multiplier concepts that can be applied in this problem.,Applying
Discuss various types of flow with example.,Remembering
Write Note on Aluminum and its Alloy.,Remembering
"Discuss FIVE (5) principles that are central to relational leadership by Komives, Lucas and McMahon (1998). Provide ONE (1) example for each principle. ",Understanding
Describe the THREE (3) elements of problem structure of a company. Contrast a structured problem to an unstructured problem. Discuss briefly which levels of management typically deal with structured problems and with unstructured problems.,Analysing
"Compare the gravity retaining wall, semi gravity retaining wall and cantilever retaining wall in the aspects of shape design, maximum height and method of construction. ",Understanding
